,securities_code,display_time,remark,trend_flag,match_flag,trade_upper_lower_limit,trade_price,transaction_volume,buy_tick_size,buy_upper_lower_limit,buy_5_price_volume,sell_tick_size,sell_upper_lower_limit,sell_5_price_volume,display_date,match_staff
19,0050,08:31:39,T, , , ,0.0,0,5, ,"[{'price': 199.0, 'volume': 72}, {'price': 198.95, 'volume': 2}, {'price': 198.9, 'volume': 1}, {'price': 198.85, 'volume': 1}, {'price': 198.8, 'volume': 2}]",5, ,"[{'price': 199.05, 'volume': 2}, {'price': 199.1, 'volume': 1}, {'price': 199.2, 'volume': 2}, {'price': 199.3, 'volume': 1}, {'price': 199.5, 'volume': 4}]",2024-11-11,AA
20,9958,13:28:17,T, , , ,184.5,9491,5, ,"[{'price': 185.0, 'volume': 8}, {'price': 184.5, 'volume': 115}, {'price': 184.0, 'volume': 173}, {'price': 183.5, 'volume': 46}, {'price': 183.0, 'volume': 56}]",5, ,"[{'price': 185.5, 'volume': 7}, {'price': 186.0, 'volume': 12}, {'price': 186.5, 'volume': 7}, {'price': 187.0, 'volume': 43}, {'price': 187.5, 'volume': 26}]",2024-11-11,AA
21,9958,13:28:27,T, , , ,184.5,9491,5, ,"[{'price': 184.5, 'volume': 115}, {'price': 184.0, 'volume': 173}, {'price': 183.5, 'volume': 46}, {'price': 183.0, 'volume': 56}, {'price': 182.5, 'volume': 34}]",5, ,"[{'price': 185.0, 'volume': 6}, {'price': 185.5, 'volume': 7}, {'price': 186.0, 'volume': 12}, {'price': 186.5, 'volume': 7}, {'price': 187.0, 'volume': 43}]",2024-11-11,AA
22,9958,13:28:32,T, , , ,184.5,9491,5, ,"[{'price': 184.5, 'volume': 115}, {'price': 184.0, 'volume': 175}, {'price': 183.5, 'volume': 46}, {'price': 183.0, 'volume': 52}, {'price': 182.5, 'volume': 34}]",5, ,"[{'price': 185.0, 'volume': 5}, {'price': 185.5, 'volume': 7}, {'price': 186.0, 'volume': 12}, {'price': 186.5, 'volume': 7}, {'price': 187.0, 'volume': 43}]",2024-11-11,AA
23,9958,13:28:37,T, , , ,184.5,9491,5, ,"[{'price': 184.5, 'volume': 115}, {'price': 184.0, 'volume': 175}, {'price': 183.5, 'volume': 46}, {'price': 183.0, 'volume': 52}, {'price': 182.5, 'volume': 34}]",5, ,"[{'price': 185.0, 'volume': 3}, {'price': 185.5, 'volume': 7}, {'price': 186.0, 'volume': 12}, {'price': 186.5, 'volume': 7}, {'price': 187.0, 'volume': 43}]",2024-11-11,AA
24,9958,13:28:42,T, , , ,184.5,9491,5, ,"[{'price': 184.5, 'volume': 115}, {'price': 184.0, 'volume': 175}, {'price': 183.5, 'volume': 46}, {'price': 183.0, 'volume': 53}, {'price': 182.5, 'volume': 36}]",5, ,"[{'price': 185.0, 'volume': 1}, {'price': 185.5, 'volume': 7}, {'price': 186.0, 'volume': 12}, {'price': 186.5, 'volume': 7}, {'price': 187.0, 'volume': 43}]",2024-11-11,AA
25,9958,13:28:47,T, , , ,184.5,9491,5, ,"[{'price': 184.5, 'volume': 116}, {'price': 184.0, 'volume': 175}, {'price': 183.5, 'volume': 46}, {'price': 183.0, 'volume': 53}, {'price': 182.5, 'volume': 36}]",5, ,"[{'price': 185.5, 'volume': 7}, {'price': 186.0, 'volume': 12}, {'price': 186.5, 'volume': 7}, {'price': 187.0, 'volume': 43}, {'price': 187.5, 'volume': 24}]",2024-11-11,AA
26,9958,13:28:52,T, , , ,184.5,9491,5, ,"[{'price': 184.5, 'volume': 116}, {'price': 184.0, 'volume': 175}, {'price': 183.5, 'volume': 46}, {'price': 183.0, 'volume': 56}, {'price': 182.5, 'volume': 36}]",5, ,"[{'price': 185.0, 'volume': 1}, {'price': 185.5, 'volume': 7}, {'price': 186.0, 'volume': 12}, {'price': 186.5, 'volume': 7}, {'price': 187.0, 'volume': 43}]",2024-11-11,AA
27,9958,13:28:57,T, , , ,184.5,9491,5, ,"[{'price': 185.0, 'volume': 2}, {'price': 184.5, 'volume': 116}, {'price': 184.0, 'volume': 175}, {'price': 183.5, 'volume': 46}, {'price': 183.0, 'volume': 53}]",5, ,"[{'price': 185.5, 'volume': 7}, {'price': 186.0, 'volume': 12}, {'price': 186.5, 'volume': 7}, {'price': 187.0, 'volume': 43}, {'price': 187.5, 'volume': 24}]",2024-11-11,AA
28,9958,13:29:02,T, , , ,184.5,9491,5, ,"[{'price': 185.0, 'volume': 2}, {'price': 184.5, 'volume': 116}, {'price': 184.0, 'volume': 176}, {'price': 183.5, 'volume': 51}, {'price': 183.0, 'volume': 57}]",5, ,"[{'price': 185.5, 'volume': 7}, {'price': 186.0, 'volume': 13}, {'price': 186.5, 'volume': 7}, {'price': 187.0, 'volume': 43}, {'price': 187.5, 'volume': 24}]",2024-11-11,AA
29,9958,13:29:07,T, , , ,184.5,9491,5, ,"[{'price': 185.0, 'volume': 1}, {'price': 184.5, 'volume': 116}, {'price': 184.0, 'volume': 180}, {'price': 183.5, 'volume': 51}, {'price': 183.0, 'volume': 57}]",5, ,"[{'price': 185.5, 'volume': 8}, {'price': 186.0, 'volume': 13}, {'price': 186.5, 'volume': 8}, {'price': 187.0, 'volume': 43}, {'price': 187.5, 'volume': 24}]",2024-11-11,AA
30,9958,13:29:12,T, , , ,184.5,9491,5, ,"[{'price': 185.0, 'volume': 1}, {'price': 184.5, 'volume': 116}, {'price': 184.0, 'volume': 180}, {'price': 183.5, 'volume': 51}, {'price': 183.0, 'volume': 59}]",5, ,"[{'price': 185.5, 'volume': 8}, {'price': 186.0, 'volume': 13}, {'price': 186.5, 'volume': 9}, {'price': 187.0, 'volume': 43}, {'price': 187.5, 'volume': 25}]",2024-11-11,AA
31,9958,13:29:17,T, , , ,184.5,9491,5, ,"[{'price': 185.0, 'volume': 14}, {'price': 184.5, 'volume': 118}, {'price': 184.0, 'volume': 184}, {'price': 183.5, 'volume': 51}, {'price': 183.0, 'volume': 59}]",5, ,"[{'price': 185.5, 'volume': 8}, {'price': 186.0, 'volume': 13}, {'price': 186.5, 'volume': 9}, {'price': 187.0, 'volume': 43}, {'price': 187.5, 'volume': 26}]",2024-11-11,AA
32,9958,13:29:22,T, , , ,184.5,9491,5, ,"[{'price': 185.0, 'volume': 12}, {'price': 184.5, 'volume': 120}, {'price': 184.0, 'volume': 183}, {'price': 183.5, 'volume': 58}, {'price': 183.0, 'volume': 59}]",5, ,"[{'price': 185.5, 'volume': 8}, {'price': 186.0, 'volume': 13}, {'price': 186.5, 'volume': 9}, {'price': 187.0, 'volume': 43}, {'price': 187.5, 'volume': 26}]",2024-11-11,AA
33,9958,13:29:27,T, , , ,184.5,9491,5, ,"[{'price': 185.0, 'volume': 10}, {'price': 184.5, 'volume': 120}, {'price': 184.0, 'volume': 183}, {'price': 183.5, 'volume': 58}, {'price': 183.0, 'volume': 59}]",5, ,"[{'price': 185.5, 'volume': 8}, {'price': 186.0, 'volume': 13}, {'price': 186.5, 'volume': 9}, {'price': 187.0, 'volume': 43}, {'price': 187.5, 'volume': 26}]",2024-11-11,AA
34,9958,13:29:32,T, , , ,184.5,9491,5, ,"[{'price': 185.0, 'volume': 15}, {'price': 184.5, 'volume': 120}, {'price': 184.0, 'volume': 182}, {'price': 183.5, 'volume': 58}, {'price': 183.0, 'volume': 59}]",5, ,"[{'price': 185.5, 'volume': 8}, {'price': 186.0, 'volume': 13}, {'price': 186.5, 'volume': 9}, {'price': 187.0, 'volume': 43}, {'price': 187.5, 'volume': 26}]",2024-11-11,AA
35,9958,13:29:37,T, , , ,184.5,9491,5, ,"[{'price': 185.0, 'volume': 16}, {'price': 184.5, 'volume': 120}, {'price': 184.0, 'volume': 183}, {'price': 183.5, 'volume': 58}, {'price': 183.0, 'volume': 59}]",5, ,"[{'price': 185.5, 'volume': 8}, {'price': 186.0, 'volume': 13}, {'price': 186.5, 'volume': 9}, {'price': 187.0, 'volume': 43}, {'price': 187.5, 'volume': 26}]",2024-11-11,AA
36,9958,13:29:47,T, , , ,184.5,9491,5, ,"[{'price': 185.0, 'volume': 30}, {'price': 184.5, 'volume': 120}, {'price': 184.0, 'volume': 187}, {'price': 183.5, 'volume': 54}, {'price': 183.0, 'volume': 59}]",5, ,"[{'price': 185.5, 'volume': 8}, {'price': 186.0, 'volume': 13}, {'price': 186.5, 'volume': 9}, {'price': 187.0, 'volume': 43}, {'price': 187.5, 'volume': 26}]",2024-11-11,AA
37,9958,13:29:52,T, , , ,184.5,9491,5, ,"[{'price': 185.0, 'volume': 21}, {'price': 184.5, 'volume': 120}, {'price': 184.0, 'volume': 191}, {'price': 183.5, 'volume': 51}, {'price': 183.0, 'volume': 79}]",5, ,"[{'price': 185.5, 'volume': 8}, {'price': 186.0, 'volume': 13}, {'price': 186.5, 'volume': 9}, {'price': 187.0, 'volume': 43}, {'price': 187.5, 'volume': 26}]",2024-11-11,AA
38,9958,13:29:57,T, , , ,184.5,9491,5, ,"[{'price': 185.0, 'volume': 16}, {'price': 184.5, 'volume': 123}, {'price': 184.0, 'volume': 197}, {'price': 183.5, 'volume': 51}, {'price': 183.0, 'volume': 79}]",5, ,"[{'price': 185.5, 'volume': 8}, {'price': 186.0, 'volume': 13}, {'price': 186.5, 'volume': 9}, {'price': 187.0, 'volume': 43}, {'price': 187.5, 'volume': 26}]",2024-11-11,AA
39,9958,13:30:00, , ,Y, ,185.0,9836,5, ,"[{'price': 185.0, 'volume': 78}, {'price': 184.5, 'volume': 124}, {'price': 184.0, 'volume': 197}, {'price': 183.5, 'volume': 51}, {'price': 183.0, 'volume': 79}]",5, ,"[{'price': 185.5, 'volume': 8}, {'price': 186.0, 'volume': 13}, {'price': 186.5, 'volume': 9}, {'price': 187.0, 'volume': 43}, {'price': 187.5, 'volume': 26}]",2024-11-11,AA
